row_id,state,condition_category,responder_type,statute_citation,date_effective,date_effective_snippet,date_sunset,date_sunset_snippet,notes,any_date,needs_review
250,NJ,other,firefighter,N.J. Stat. Ann. § 34:15-31.8(II),NA,NA,NA,NA,"Presumption covers 'public safety worker' which includes firefighters (paid, part-paid, volunteer). Applies to injury/illness/death from vaccines (including smallpox) administered as part of a bioterrorism-preparedness or epidemic inoculation program, or transmission from another inoculated employee/public member. Rebuttable by preponderance showing administration not linked to injury. Statute does not authorize mandatory inoculation. Included under 'other' due to vaccine/biological warfare context.",FALSE,FALSE
251,NJ,other,law_enforcement,N.J. Stat. Ann. § 34:15-31.8(II),NA,NA,NA,NA,"Applies to 'public safety worker' which includes paid, partially-paid, and volunteer police departments including State Police, and correctional facility officers. Same inoculation program scope as firefighter row.",FALSE,FALSE
252,NJ,other,emt_paramedic,N.J. Stat. Ann. § 34:15-31.8(II),NA,NA,NA,NA,"Applies to 'public safety worker' which includes basic or advanced medical technicians of a first aid or rescue squad, and nurses/EMTs responding to a catastrophic incident (volunteer or employed). Same inoculation program scope.",FALSE,FALSE
253,NJ,cancer,firefighter,N.J. Stat. Ann. § 34:15-31.8(III),NA,NA,NA,NA,"Applies to 'public safety worker' including firefighters. Worker must demonstrate: (1) exposure to known carcinogen/cancer-causing radiation/radioactive substance due to fire, explosion, spill, or other means during employment, AND (2) injury/illness/death manifested during employment. Rebuttable by preponderance that exposure not linked to injury. Employer must maintain deployment records for sites where known carcinogens were present under hazmat right-to-know requirements.",FALSE,FALSE
254,NJ,cancer,law_enforcement,N.J. Stat. Ann. § 34:15-31.8(III),NA,NA,NA,NA,"Applies to 'public safety worker' including police (paid, part-paid, volunteer), State Police, and corrections. Same exposure and manifestation requirements as firefighter cancer exposure row.",FALSE,FALSE
255,NM,cancer,firefighter,N.M. Stat. Ann. § 52-3-32.1(B),NA,NA,NA,NA,"Applies only to full-time non-volunteer firefighters employed by state or local government who have taken the firefighter oath. Each specific cancer type has a different minimum years-of-service threshold: brain cancer 10 yrs, bladder cancer 12 yrs, kidney cancer 15 yrs, colorectal cancer 10 yrs, non-Hodgkin's lymphoma 15 yrs, leukemia 5 yrs, ureter cancer 12 yrs, testicular cancer 5 yrs (if diagnosed before age 40 with no evidence of anabolic steroid/HGH use), breast cancer 5 yrs (if diagnosed before age 40 without BRCA1/BRCA2 predisposition), esophageal cancer 10 yrs, multiple myeloma 15 yrs. Condition must not have been revealed during pre-employment or subsequent OSHA medical screening exam. Rebuttable by preponderance of evidence that firefighter engaged in conduct/activities outside employment that posed significant risk of contracting the condition. Medical treatment provided as job-related unless/until court determines presumption does not apply; if court rejects presumption, employer's WC carrier reimbursed by firefighter's health plan.",FALSE,FALSE
256,NM,infectious,firefighter,N.M. Stat. Ann. § 52-3-32.1(B)(12),NA,NA,NA,NA,Applies only to full-time non-volunteer firefighters employed by state or local government who have taken the firefighter oath. No minimum years-of-service threshold stated for infectious diseases — condition must appear and be diagnosed after entry into employment. Condition must not have been revealed during pre-employment or subsequent OSHA medical screening. Rebuttable by preponderance of evidence showing firefighter's outside conduct posed significant risk.,FALSE,FALSE
257,NM,mental,firefighter,N.M. Stat. Ann. § 52-3-32.1(B)(13),NA,NA,NA,NA,"Applies only to full-time non-volunteer firefighters employed by state or local government who have taken the firefighter oath. PTSD must be diagnosed by a physician or psychologist and must result in physical impairment, primary or secondary mental impairment, or death. No minimum years-of-service threshold. Condition must not have been revealed during pre-employment or subsequent OSHA medical screening. Rebuttable by preponderance of evidence.",FALSE,FALSE
258,NM,cardiovascular,firefighter,N.M. Stat. Ann. § 52-3-32.1(D),NA,NA,NA,NA,"Applies only to full-time non-volunteer firefighters employed by state or local government who have taken the firefighter oath. Event-specific presumption: heart injury or stroke must occur within 24 hours of: fighting a fire, responding to an alarm, returning from an alarm call, engaging in supervised physical training, or responding to/performing in a non-fire emergency. Presumption does NOT apply if employer lacks a current physical training program AND firefighter lacks a current OSHA medical screening allowing participation in that program. Rebuttable by preponderance of evidence.",FALSE,FALSE
259,NV,cancer,firefighter,NRS 617.453,NA,NA,NA,NA,"Exposure to known or reasonably anticipated carcinogen must also be demonstrated. Subsection 2 provides a non-exclusive list of carcinogen-cancer associations. For post-retirement claims under sub. 7 (retirements on/after 7/1/2019): compensation limited to medical benefits only, no wage-loss benefits. Pre-employment exam not required per statute text for cancer (distinguished from lung/heart).",FALSE,FALSE
260,NV,cancer,firefighter_volunteer,NRS 617.453,NA,NA,NA,NA,"Volunteer firefighters must be entitled to WC benefits under NRS 616A.145. Post-termination formula for volunteers is always the pre-7/1/2019 formula (3 months/year, max 60 months). Exposure to known carcinogen must also be demonstrated.",FALSE,FALSE
261,NV,respiratory,firefighter,NRS 617.455,NA,NA,NA,NA,"Conclusive (irrebuttable) presumption for full-time salaried firefighters with 5+ years continuous uninterrupted service. 2-year minimum service threshold for non-conclusive compensability. Pre-employment exam required (periodic exams also required — every even year until 40, then annually). Failure to correct predisposing conditions when ordered may exclude the employee. Partial disability may elect permanent total disability benefit under NRS 616C.440.",FALSE,FALSE
262,NV,respiratory,firefighter_volunteer,NRS 617.455,NA,NA,NA,NA,"Volunteers are not required to take the thorough lung-function test component of the physical exam (subsection 3). Conclusive presumption under subsection 5 applies only to 'full-time continuous, uninterrupted and salaried' firefighters, so volunteers have the base compensability provision only (2-year threshold, causal relationship needed).",FALSE,FALSE
263,NV,respiratory,law_enforcement,NRS 617.455,NA,NA,NA,NA,Conclusive (irrebuttable) presumption for full-time salaried police officers with 5+ years continuous uninterrupted service before date of disablement. Same physical exam requirements as firefighters apply.,FALSE,FALSE
264,NV,cardiovascular,firefighter,NRS 617.457,NA,NA,NA,NA,"Conclusive (irrebuttable) presumption for full-time continuous, uninterrupted and salaried firefighters with 5+ years before date of disablement. Annual physical exam including heart exam required. Failure to correct predisposing conditions when ordered may exclude employee. Claims may be reopened at any time during claimant's life for changed circumstances. NRS 616C.180 (mental injury/stress) does not apply to claimants under this section (subsection 7 of 616C.180).",FALSE,FALSE
265,NV,cardiovascular,firefighter_volunteer,NRS 617.457,NA,NA,NA,NA,Volunteer firefighters covered under subsection 2 (not the conclusive presumption in subsection 1). Requires causal relationship by competent evidence that disability/death arose from performance of volunteer duties. Age limit: must not have reached age 55 before disease onset. Physical exam required once every 3 years after initial examination (subsection 4). Volunteer must be entitled to WC benefits under NRS 616A.145.,FALSE,FALSE
266,NV,cardiovascular,law_enforcement,NRS 617.457,NA,NA,NA,NA,"Conclusive (irrebuttable) presumption for full-time continuous, uninterrupted and salaried police officers with 5+ years before date of disablement. Annual physical exam including heart exam required.",FALSE,FALSE
267,NV,infectious,firefighter,NRS 617.481,NA,NA,NA,NA,"Coverage under 617.481 requires demonstrated exposure during course and scope of employment, reporting to employer, and a two-step testing protocol. Employee excluded if: refuses testing, is eligible for other WC benefits, or clear and convincing evidence shows disease did not arise from employment. 'Exposure' defined as introduction of blood/infectious materials via skin, eye, mucous membrane, or parenteral contact; includes airborne TB contact.",FALSE,FALSE
268,NV,infectious,law_enforcement,NRS 617.481,NA,NA,NA,NA,Same two-step exposure/testing protocol as firefighters. 617.481 covers any 'person employed in this State' who contracts a contagious disease during course and scope of employment; police officers are included by the general employment definition.,FALSE,FALSE
269,NV,infectious,emt_paramedic,NRS 617.481,NA,NA,NA,NA,Same two-step exposure/testing protocol. 617.481 covers any employee in Nevada who contracts a listed contagious disease during course and scope of employment; EMTs/paramedics employed by public safety agencies are included.,FALSE,FALSE
270,NV,infectious,firefighter,NRS 617.485,NA,NA,NA,NA,Conclusive (irrebuttable) presumption for salaried firefighters with 5+ continuous years before date of disability/death. Annual blood tests required (hepatitis C annually; hepatitis A and B annually unless vaccinated). Employer must provide and pay for vaccination for A and B. Persons diagnosed with hepatitis upon employment are excluded unless a different hepatitis strain is later diagnosed.,FALSE,FALSE
271,NV,infectious,law_enforcement,NRS 617.485,NA,NA,NA,NA,"Conclusive (irrebuttable) presumption for police officers with 5+ continuous years before date of disability/death. Includes sheriffs, deputy sheriffs, metropolitan police officers, and city police. Same exam/vaccination requirements as firefighters.",FALSE,FALSE
272,NV,infectious,emt_paramedic,NRS 617.485,NA,NA,NA,NA,Conclusive (irrebuttable) presumption for emergency medical attendants (licensed attendants or certified EMTs/advanced EMTs under NRS chapter 450B whose primary duties are emergency medical services) with 5+ continuous years. Same exam/vaccination requirements.,FALSE,FALSE
273,NV,mental,firefighter,NRS 616C.180,NA,NA,NA,NA,"Not a pure presumption — requires clear and convincing medical/psychiatric evidence that employee has a mental injury caused by extreme stress from directly witnessing: (1) death/aftermath of violent event (homicide, suicide, mass casualty), or (2) grievous bodily harm shocking the conscience. Also covers responding to a mass casualty incident for state/political subdivision employees. Does not apply to claimants under NRS 617.457 (heart disease). Employer must provide mental health educational training to first responders including volunteers. Salaried and volunteer firefighters, police officers, emergency dispatchers, and EMTs/paramedics employed by public safety agencies are covered as 'first responders.'",FALSE,FALSE
274,NV,mental,firefighter_volunteer,NRS 616C.180,NA,NA,NA,NA,Definition of 'first responder' explicitly includes volunteer firefighters. Same evidentiary standards as salaried firefighters.,FALSE,FALSE
275,NV,mental,law_enforcement,NRS 616C.180,NA,NA,NA,NA,Police officers are explicitly included in the 'first responder' definition. Also covers emergency dispatchers/call takers employed by law enforcement or public safety agencies.,FALSE,FALSE
276,NV,mental,emt_paramedic,NRS 616C.180,NA,NA,NA,NA,EMTs and paramedics employed by a public safety agency in Nevada are explicitly included in the 'first responder' definition under subsection 8(b)(4).,FALSE,FALSE
277,NY,cardiovascular,firefighter,NY Retirement and Social Security Law § 363-a,NA,NA,8/31/76,"Statute nominally expired August 31, 1976 but kept alive per ","Statute nominally expired August 31, 1976 but kept alive per § 480. Member must have passed pre-entry physical that failed to reveal evidence of heart disease. Covers any member performing 'fire service' as defined in the retirement system (§ 302(11)(a,b,c,d,g,h)). Presumption is rebuttable by competent evidence.",TRUE,FALSE
278,NY,cardiovascular,law_enforcement,NY Retirement and Social Security Law § 363-a,NA,NA,8/31/76,"Statute nominally expired August 31, 1976 but kept alive per ","Statute nominally expired August 31, 1976 but kept alive per § 480. Applies to 'recently employed' policeman who sustains disability while employed. Member must have passed pre-entry physical showing no heart disease. Presumption is rebuttable by competent evidence.",TRUE,FALSE
279,NY,cancer,firefighter,NY Retirement and Social Security Law § 363-d,NA,NA,7/1/05,"Statute nominally expired July 1, 2005 but may be kept ali","Statute nominally expired July 1, 2005 but may be kept alive by NY RSS § 480, which extends all temporary retirement benefits expiring 1974–2011 (same mechanism as § 363-a cardiovascular). Active status requires independent legal verification — original IAFF source characterized this provision as historical and inactive. Pre-employment exam required. Covers paid firefighters only.",TRUE,FALSE
280,NY,infectious,firefighter,NY Retirement and Social Security Law § 363-dd,NA,NA,NA,NA,"Covers any police officer or firefighter covered by § 363 who contracts HIV, TB, or hepatitis after contact with members of the public where there may have been bodily fluid exposure. Presumption is rebuttable by competent evidence.",FALSE,FALSE
281,NY,infectious,law_enforcement,NY Retirement and Social Security Law § 363-dd,NA,NA,NA,NA,"Same provision as firefighters under § 363-dd. Covers police officers under § 363 who contract HIV, TB, or hepatitis after public contact with possible bodily fluid exposure. Rebuttable by competent evidence.",FALSE,FALSE
282,NY,respiratory,firefighter,NY Retirement and Social Security Law § 363-f,NA,NA,7/1/08,"Statute nominally expired July 1, 2008 but may be kept ali","Statute nominally expired July 1, 2008 but may be kept alive by NY RSS § 480, which extends all temporary retirement benefits expiring 1974–2011 (same mechanism as § 363-a cardiovascular). Active status requires independent legal verification — original IAFF source characterized this provision as historical and inactive. Pre-employment or subsequent physical required showing no evidence of lung condition. Applies to uniformed members of paid fire departments.",TRUE,FALSE
283,NY,other,firefighter,NY Retirement and Social Security Law § 363-ff,NA,NA,NA,NA,Covers paid firefighters. Pre-employment exam required showing no evidence of Parkinson's Disease. Disability or death covered. Rebuttable by competent evidence.,FALSE,FALSE
284,OH,cardiovascular,firefighter,Ohio Revised Code § 4123.68(W),NA,NA,NA,NA,"Covers paid and volunteer firefighters. Applies to exposures after January 1, 1967. Requires prior injurious exposure in Ohio employment. Requires referral to qualified medical specialist before award. Compensation only for temp total, perm total, or death.",FALSE,FALSE
285,OH,respiratory,firefighter,Ohio Revised Code § 4123.68(W),NA,NA,NA,NA,"Covers paid and volunteer firefighters. Applies to exposures after January 1, 1967. Requires prior injurious exposure in Ohio employment. Requires referral to qualified medical specialist before award. Compensation only for temp total, perm total, or death.",FALSE,FALSE
286,OH,cardiovascular,law_enforcement,Ohio Revised Code § 4123.68(W),NA,NA,NA,NA,"Covers paid and volunteer police officers (municipal, township, county). Requires prior injurious exposure in Ohio employment after January 1, 1967.",FALSE,FALSE
287,OH,respiratory,law_enforcement,Ohio Revised Code § 4123.68(W),NA,NA,NA,NA,"Covers paid and volunteer police officers (municipal, township, county). Requires prior injurious exposure in Ohio employment after January 1, 1967.",FALSE,FALSE
288,OH,cancer,firefighter,Ohio Revised Code § 4123.68(X),NA,NA,NA,NA,Rebuttable if: (1) outside-duty tobacco/high-risk exposure was probably a significant factor; (2) no IARC 1/2A carcinogen exposure shown; (3) cancer preexisted employment; (4) firefighter is age 70 or older. Applies to hazardous duty firefighters only. 'Hazardous duty' defined per 5 C.F.R. 550.902.,FALSE,FALSE
289,OK,cardiovascular,firefighter,"Oklahoma Statutes Title 11, § 49-110",NA,NA,NA,NA,"Presumption is for disability pension purposes (pension system statute). Applies to municipal fire department members. No presumption if member fails to submit evidence of pre-employment physical. Presumption is rebuttable by competent evidence. Note: § 85A-14 (workers' comp system) requires cardiovascular events to be the major cause from extraordinary/unusual work exertion — not a presumption, effectively adverse to claimant.",FALSE,FALSE
290,OK,respiratory,firefighter,"Oklahoma Statutes Title 11, § 49-110",NA,NA,NA,NA,Presumption is for disability pension purposes. Applies to municipal fire department members. No presumption if member fails to submit evidence of pre-employment physical. Rebuttable by competent evidence.,FALSE,FALSE
291,OK,infectious,firefighter,"Oklahoma Statutes Title 11, § 49-110",11/10/99,"Infectious disease provisions effective November 10, 1999. Defined: hepatitis",NA,NA,"Infectious disease provisions effective November 10, 1999. Defined: hepatitis, HIV, meningitis, tuberculosis. No presumption if member fails to submit evidence of pre-employment physical. Rebuttable by competent evidence.",TRUE,FALSE
292,OK,cancer,firefighter,"Oklahoma Statutes Title 11, § 49-110",NA,NA,NA,NA,Presumption is for disability pension purposes. Applies to municipal fire department members. No presumption if member fails to submit evidence of pre-employment physical. Rebuttable by competent evidence.,FALSE,FALSE
293,OR,respiratory,firefighter,Oregon Revised Statutes § 656.802(5)(a),NA,NA,NA,NA,"Applies to firefighters of any political division with 5+ years employment. Pre-employment (or subsequent) physical must not have revealed evidence of condition. Denial must be based on clear and convincing medical evidence that cause is unrelated to employment. Amended by 2021 Act, applies to claims filed on or after effective date.",FALSE,FALSE
294,OR,cardiovascular,firefighter,Oregon Revised Statutes § 656.802(5)(a),NA,NA,NA,NA,Applies to firefighters of any political division with 5+ years employment. Pre-employment (or subsequent) physical must not have revealed evidence of condition. Denial must be based on clear and convincing medical evidence that cause is unrelated to employment. Amended by 2021 Act.,FALSE,FALSE
295,OR,cancer,firefighter,Oregon Revised Statutes § 656.802(5)(b),NA,NA,NA,NA,"Applies only to NONVOLUNTEER firefighters (paid at or above state minimum wage). Expressly does NOT apply to volunteer firefighters. Diagnosis must be first by physician after July 1, 2009. Prostate cancer presumption does not apply if first diagnosed after age 55 (claimant may still prove without presumption). Tobacco rebuttable by clear and convincing evidence that tobacco was major contributing cause. Denial must be based on clear and convincing evidence condition was not caused or contributed to in material part by employment.",FALSE,FALSE
296,PA,infectious,firefighter,Pennsylvania Workers' Compensation Act § 108; Act 115 of 2001; 34 Pa. Code § 130.1,12/20/01,"g that employee incurred Hep C prior to job-related exposure. Enacted December 20, 2001.",NA,NA,"Covers professional and volunteer firefighters. Employer may rebut by establishing an employment screening program per Dept. guidelines and showing via testing that employee incurred Hep C prior to job-related exposure. Enacted December 20, 2001.",TRUE,FALSE
297,PA,infectious,firefighter_volunteer,Pennsylvania Workers' Compensation Act § 108; Act 115 of 2001; 34 Pa. Code § 130.1,NA,NA,NA,NA,Expressly covers volunteer fire fighters and volunteer ambulance corps personnel and volunteer rescue/lifesaving squad personnel. Employer may rebut via employment screening program showing pre-job exposure.,FALSE,FALSE
298,PA,infectious,emt_paramedic,Pennsylvania Workers' Compensation Act § 108; Act 115 of 2001; 34 Pa. Code § 130.1,NA,NA,NA,NA,Covers emergency medical services personnel and paramedics (including volunteer ambulance corps and rescue/lifesaving squad personnel). Employer may rebut via employment screening program.,FALSE,FALSE
299,PA,infectious,law_enforcement,Pennsylvania Workers' Compensation Act § 108; Act 115 of 2001; 34 Pa. Code § 130.1,NA,NA,NA,NA,Covers Pennsylvania State Police officers and police officers requiring certification under 53 Pa.C.S. Chapter 21. Employer may rebut via employment screening program.,FALSE,FALSE
300,PA,infectious,corrections,Pennsylvania Workers' Compensation Act § 108; Act 115 of 2001; 34 Pa. Code § 130.1,NA,NA,NA,NA,"Covers Commonwealth and county correctional employees, and forensic security employees of the Dept. of Public Welfare, with duties including care, custody and control of inmates involving exposure to Hepatitis C. Employer may rebut via employment screening program.",FALSE,FALSE
301,PA,cancer,firefighter,Pennsylvania Workers' Compensation Act § 108(r); Article III § 301(f),NA,NA,NA,NA,Requires 4+ years of continuous firefighting duties AND direct exposure to IARC Group 1 carcinogen AND pre-employment (or prior) physical showing no cancer. Volunteer fire company members covered but must document direct carcinogen exposure via Pennsylvania Fire Information Reporting System. Rebuttable by substantial competent evidence that cancer not caused by firefighting.,FALSE,FALSE
302,PA,cancer,firefighter_volunteer,Pennsylvania Workers' Compensation Act § 108(r); Article III § 301(f),NA,NA,NA,NA,Volunteer fire company members explicitly covered. Must document direct IARC Group 1 carcinogen exposure via Pennsylvania Fire Information Reporting System reports. Otherwise same requirements as career firefighters.,FALSE,FALSE
303,PA,mental,firefighter,"Pennsylvania Workers' Compensation Act §§ 109, 301(g); effective October 29, 2025",10/29/25,"Effective October 29, 2025. 'First responder' ",NA,NA,"Effective October 29, 2025. 'First responder' includes active volunteer or employed fire company member responding to emergency calls. PTSI must result from a 'qualifying traumatic event' (serious injury/death, child harm, life threat, mass casualties, crime scene). Must be diagnosed by licensed psychologist or psychiatrist. Benefits capped at 104 weeks. PTSI from disciplinary action or employment termination not compensable. Not required to be an 'abnormal working condition.'",TRUE,FALSE
304,PA,mental,firefighter_volunteer,"Pennsylvania Workers' Compensation Act §§ 109, 301(g); effective October 29, 2025",NA,NA,NA,NA,Active volunteers of qualifying fire companies explicitly included in 'first responder' definition. Same terms as career firefighters.,FALSE,FALSE
305,PA,mental,emt_paramedic,"Pennsylvania Workers' Compensation Act §§ 109, 301(g); effective October 29, 2025",NA,NA,NA,NA,Active volunteer or employed EMS provider (designated as primary municipal provider or dispatched by PSAP/under mutual aid) included in 'first responder' definition. Benefits capped at 104 weeks.,FALSE,FALSE
306,PA,mental,law_enforcement,"Pennsylvania Workers' Compensation Act §§ 109, 301(g); effective October 29, 2025",NA,NA,NA,NA,Covers Pennsylvania State Police officers and peace officers (18 Pa.C.S. § 501) who respond to emergency calls. Benefits capped at 104 weeks.,FALSE,FALSE
307,RI,respiratory,firefighter,Rhode Island General Laws § 45-19-16,NA,NA,NA,NA,Covers uniformed members of PAID fire departments only. City or town may adopt this presumption by ordinance — not automatically statewide. Presumption is rebuttable by competent evidence. Pre-employment (or subsequent) physical must not have revealed evidence of condition.,FALSE,FALSE
308,RI,cardiovascular,firefighter,Rhode Island General Laws § 45-19-16.1,NA,NA,NA,NA,"Rebuttable by clear and convincing evidence. For firefighters hired AFTER July 1, 2023: presumption does not apply if (1) pre-employment physical revealed heart disease or hypertension, or (2) firefighter regularly/habitually used tobacco products during the 5 years prior to diagnosis. No such restrictions for firefighters hired before July 1, 2023.",FALSE,FALSE
309,RI,cancer,firefighter,"Rhode Island General Laws §§ 45-19.1-3, 45-19.1-4",NA,NA,NA,NA,"CONCLUSIVE (irrebuttable) presumption under § 45-19.1-4 — any type of cancer in a firefighter is conclusively presumed occupational. For firefighters hired AFTER July 22, 2020: presumption does not apply if (1) pre-employment physical revealed cancer, (2) fewer than 2 years of employment, or (3) regular/habitual tobacco use in 5 years prior to diagnosis. Applies retroactively to cancer claims pending on or after July 22, 2020. Covers active firefighters (during service) and retired municipal firefighters (§ 45-19.1-3 — covers retired members retroactively).",FALSE,FALSE
310,RI,mental,firefighter,Rhode Island General Laws § 45-19-1(a)(2),NA,NA,NA,NA,"PTSD must be diagnosed by licensed mental health professional with a master's degree. Must arise from exposure to potentially traumatic events in course of employment or off-duty emergency assistance within Rhode Island. Presumption is rebuttable by fair preponderance of evidence that PTSI/PTSD is not job-related. PTSD arising from disciplinary action, work evaluation, job transfer, layoff, demotion, termination or adverse job action not covered.",FALSE,FALSE
311,RI,mental,law_enforcement,Rhode Island General Laws § 45-19-1(a)(2),NA,NA,NA,NA,"Explicitly covers police officers (including chiefs, municipal officers, deputy sheriffs, fugitive task force, capitol police, environmental police criminal investigators, airport police). Same terms as firefighters. PTSD from adverse job actions not covered.",FALSE,FALSE
312,RI,infectious,firefighter,"Rhode Island General Laws §§ 23-28.36-4, 23-28.36-2",NA,NA,NA,NA,"Infectious disease defined as any condition transmissible by association with the sick or their secretions/excretions, excluding common cold; explicitly includes HIV, HBV, HCV. Disease must develop or manifest as a result of exposure during period while fire fighter or police officer is in service of department. Covers paid and volunteer fire departments. Entitles to occupational disability benefits under ch. 19 of title 45.",FALSE,FALSE
313,RI,infectious,law_enforcement,"Rhode Island General Laws §§ 23-28.36-4, 23-28.36-2",NA,NA,NA,NA,Statute explicitly covers both fire fighters AND police officers. Disease must manifest during period of active service. Same definition of infectious disease as firefighter row.,FALSE,FALSE
314,SC,cancer,firefighter,S.C. Code Ann. § 23-9-197,7/1/21,"75,000 death benefit. Implementation contingent on funding. Effective July 1, 2021.",NA,NA,"This is a supplemental insurance benefit plan (not a WC presumption per se). Covers paid and unpaid (volunteer) firefighters. Requires 5 continuous years of service in a SC fire department and active service within 10 years of diagnosis. Benefits: up to $12,000/yr reimbursement for out-of-pocket expenses, $20,000 one-time initial-diagnosis benefit, $75,000 death benefit. Implementation contingent on funding. Effective July 1, 2021.",TRUE,FALSE
315,SC,cardiovascular,firefighter,S.C. Code Ann. § 42-11-30(A),NA,NA,NA,NA,"Firefighter must be a bona fide member of a municipal, county, state, port authority, or fire control district fire department. Anyone joining after May 29, 1968 must have been under age 37 at entry and passed a physical exam showing no evidence of the condition. Condition must develop while actively fighting a fire or within 24 hours of last service.",FALSE,FALSE
316,SC,respiratory,firefighter,S.C. Code Ann. § 42-11-30(A),NA,NA,NA,NA,"Firefighter must be a bona fide member of a municipal, county, state, port authority, or fire control district fire department. Anyone joining after May 29, 1968 must have been under age 37 at entry and passed a physical exam showing no evidence of the condition. Condition must develop while actively fighting a fire or within 24 hours of last service.",FALSE,FALSE
317,SC,cardiovascular,law_enforcement,S.C. Code Ann. § 42-11-30(B),NA,NA,NA,NA,"Officer must be employed by a municipal, county, state, port authority, or other law enforcement agency. Must be under age 37 at entry and have passed a physical exam with risk factor assessment for coronary artery disease. If identified as high-risk but fails to undergo additional tests at own expense, loses entitlement to presumption. Cardiac incident must occur during or within 24 hours of a law enforcement incident involving unusual/extraordinary physical exertion.",FALSE,FALSE
318,SD,cardiovascular,firefighter,S.D. Codified Laws § 9-16-45,NA,NA,NA,NA,Applies to officers or members of a fire department. Pre-employment physical must have failed to reveal any evidence of the condition. Presumed to have been suffered in line of duty unless contrary shown by competent evidence.,FALSE,FALSE
319,SD,respiratory,firefighter,S.D. Codified Laws § 9-16-45,NA,NA,NA,NA,Applies to officers or members of a fire department. Pre-employment physical must have failed to reveal any evidence of the condition. Presumed to have been suffered in line of duty unless contrary shown by competent evidence.,FALSE,FALSE
320,SD,cancer,firefighter,S.D. Codified Laws § 9-16-3.3,NA,NA,NA,NA,This section pertains solely to pension matters under Chapter 9-16 and does not restrict claimant's ability to file for benefits under chapter 62-8 or change the burden of proof established in § 62-8-12. Applies to officers or members of a fire department. Pre-employment physical must have failed to reveal any evidence of cancer.,FALSE,FALSE
321,TN,respiratory,firefighter,Tenn. Code Ann. § 7-51-201(b),NA,NA,NA,NA,"Applies to full-time employees of a regular fire department in a state, municipal corporation, or political subdivision that has established compensation beyond workers' compensation. Pre-employment physical must have failed to reveal evidence of the condition. Contrary shown by competent medical evidence.",FALSE,FALSE
322,TN,cardiovascular,firefighter,Tenn. Code Ann. § 7-51-201(b),NA,NA,NA,NA,"Applies to full-time employees of a regular fire department in a state, municipal corporation, or political subdivision that has established compensation beyond workers' compensation. Pre-employment physical must have failed to reveal evidence of the condition.",FALSE,FALSE
323,TN,cardiovascular,emt_paramedic,Tenn. Code Ann. § 7-51-201(c),NA,NA,NA,NA,"Applies to EMTs and paramedics employed by a county with population over 400,000 (per 1980 or subsequent federal census) or a municipal corporation within such county, within the fire department, where compensation beyond WC has been established. Pre-employment physical must have failed to reveal evidence of condition.",FALSE,FALSE
324,TN,cancer,firefighter,Tenn. Code Ann. § 7-51-201(d),NA,NA,NA,NA,"Applies to full-time paid firefighters in fire departments recognized by state fire marshal's office and manned by full-time paid employees. Must have 5+ consecutive years of service. Must have been exposed to heat, smoke, fumes, or carcinogenic/poisonous/toxic/chemical substances while performing firefighter duties. Cancer screening exams required by condition type: NHL/colon/skin/multiple myeloma exam required after July 1 2019; leukemia/testicular exam required after July 1 2022; prostate/breast/pancreatic exam required after July 1 2025. Secondary employment or lifestyle habits may be considered. Rebuttable by competent medical evidence; oncologist (board certified) for death claims.",FALSE,FALSE
325,TN,cancer,firefighter,Tenn. Code Ann. § 7-51-205,NA,NA,NA,NA,"Applies only to counties with a metropolitan form of government with population 400,000+ (per 1980 or subsequent federal census) — effectively Nashville/Davidson County. Applies to full-time firefighters required to work in toxic environments. May be established by ordinance. Pre-employment physical must have failed to reveal evidence of cancer. Does not affect rights under § 7-51-201.",FALSE,FALSE
326,TN,infectious,firefighter,Tenn. Code Ann. § 7-51-209,NA,NA,NA,NA,"Applies to full-time firefighters, paramedics, EMTs employed by state or political subdivision. Requires prior negative test for infectious disease before diagnosis. Worker must file a sworn declaration that they have not engaged in any high-risk behavior (outside-employment exposure, unsafe sexual practices, IV drug use, blood transfusion). Post-termination coverage: 1 year from last service date. Does not apply to death benefits under Tennessee consolidated retirement system or state death benefit. Pre-employment HIV testing required from July 1 2012; all infectious diseases from July 1 2015.",FALSE,FALSE
327,TN,infectious,emt_paramedic,Tenn. Code Ann. § 7-51-209,NA,NA,NA,NA,Applies to full-time paramedics and EMTs employed by state or political subdivision. Same terms as firefighter row under § 7-51-209. Requires prior negative test for infectious disease. Worker must file a sworn declaration excluding high-risk behaviors. Post-termination coverage: 1 year from last service date.,FALSE,FALSE
328,TN,mental,firefighter,Tenn. Code Ann. § 8-50-119,7/1/18,"es not apply to workers' compensation plans under title 50. Effective July 1, 2018.",NA,NA,"Tennessee Public Safety Behavioral Health Act requires public safety employers (including those employing firefighters and EMTs) to provide at least 10 PTSD treatment sessions via health benefits, maintain lists of qualified mental health providers, and prohibit retaliation. This is a treatment access mandate, NOT a WC presumption. Does not apply to workers' compensation plans under title 50. Effective July 1, 2018.",TRUE,FALSE
329,TN,mental,emt_paramedic,Tenn. Code Ann. § 8-50-119,7/1/18,"hters. Treatment access mandate only, not a WC presumption. Effective July 1, 2018.",NA,NA,"Same as firefighter row — Tennessee Public Safety Behavioral Health Act applies to 'public safety employees' defined as emergency medical workers and professional firefighters. Treatment access mandate only, not a WC presumption. Effective July 1, 2018.",TRUE,FALSE
